document_id,clean_text,sentiment
78,"Aftersun is a film that I wasn't sure I understood when the credits started rolling. Then, as I sat and thought about everything I had seen, I came to believe more and more that it's kind of genius.What the movie lacks in overt substantive plot it more than makes up for in authenticity and subtle placement of character-building images and dialogue. In the moment, these often feel like tangents and the overall picture isn't clear.While it can make for a frustrating first viewing, the clarity that comes with the film's final shot suddenly puts everything into perspective and I felt an overwhelming flood of emotion for the two central characters.Suffering happen more often than not in silence, and it's the cumulative of this film's many quiet moments that drive home one of the most effective, nuanced messages of compassion that I've seen all year.This is a masterpiece of subtlety, arguably slightly to a fault, but it's refreshing to see it in the age of ""hammer over the head"" messaging in movies that we're currently living in.",positive
79,"You have a video of a holiday in the past, when you were young, before life's burdens had amassed, with a father you adore, likes to take to the dancefloor, though he's generally withdrawn and quite downcast. A reflection of a time when eyes were new, interpretation was a seed, as yet to grow, but when you look back now, it's a different world somehow, revealing spaces not yet entered, or sought to go.It's a slow meander, beautifully filmed, with two incredible performances, although those two highlights alone don't create a piece that takes your breath away as much as you might like, until you sit down to reflect, and absorb what you've seen through your own eyes.",positive
80,"It's been years since posting here and never before for a reason that entails major spoilers, so this is a serious alert: If you haven't seen the film and don't want major spoilers, wait til you've seen the film to read this. I myself went into this film, as i typically do, knowing nothing of what to expect (reading no reviews) and that surely accounts for much of the unprecedented degree of ""fog"" throughout my viewing (although the terrible audio we had, missing lots of dialogue, was also part of the fog), such that as we left the theater, baffled, i couldn't have imagined giving it an ""8"" or even writing here, but that's where the ""landmines"" come in ... After getting home, reading many critics' reviews, I began to see the film through such new eyes that i suddenly made sense of its plotline and meaning that went way beyond what any critic was saying. I just finished every 'user review' here too and it has persuaded me to write this because i don't see anyone interpreting it in the way I'm here to propose:I now believe that adult Sophie is (re)watching the camcorder that she has kept for 20 years with this one life-puzzle tape in it and now watches it (yet again?) with added poignancy and purpose for her now being the age her father was then. I believe she has probably rewatched this film many times searching for clues in her father that she didn't fully comprehend at the time. ""Aftersun"" may allude to a metaphorical ""sunburn"" she was left with from that trip and is forever dogged by.While for Sophie that trip meant reconnecting with a dad she loves and misses (wishing at the end that they could stay on together in hotels forever) and, despite all her hesitant inquisitiveness seeking to know dad better and how he sees the world, she had not at all perceived the ultimate purpose of the trip for her dad. In retrospect, he telegraphed the purpose of the trip for him in ways we viewers in the moment also didn't fully ""get"" as to their ""landmine"" potential: Especially when he teaches Sophie how to defend herself physically, to hold up her arms just right, etc., he becomes agitated that she isn't taking it as seriously as he wishes and urges upon her just how important this learning is. (Only he knows that he won't have future opportunities to teach her these things.) In other scenes, he's relaying life lessons about being true to herself, etc. For me the landmine only 'exploded' an hour after the film - to realize that Dad knew this was how he'd chosen to spend his last days, doing all he could think of to leave life lessons and self-protections for his beloved daughter's future life.We don't know what oppresses and depresses her father - and I believe two key scenes are in reverse-chronology (plausibly as adult Sophie's memory evokes them in that order): we see him enter the ocean and never return before we see him sobbing naked on the edge of the bed. (Of course, neither of those scenes can be from her watching the camcorder tape, i.e., they couldn't have been taped, but instead are either from adult Sophie's imagined scenes as to how some of her father's actions played out after she boarded the plane or from just the third-person narration stance that the film did often incorporate.) I believe a reason we'd seen dad fall asleep naked on the bed previously was background to give context when he sits naked and sobbing - and he's alone in the room. This is the truth of what happened after he left the airport through the double doors. He had planned this exodus but it filled him with grief nonetheless - a grief he'd been carrying since childhood when parents didn't remember his birthday(s) and he felt unimportant, untreasured, unloved - which would have given every reason for lifelong depression but we also could have been seeing a dad who was confronted, say, with a terminal illness or other reason besides ""simply"" depression. For whatever reason, I believe he bought the rug knowing it would be a tactile connection to him that he would be leaving for her (in his personal effects that would be sent to her). I believe he drank more at the end because as her departure grew close so did his intended plan to let the ocean take him away and he was drowning his sadness at leaving his daughter's world as he'd already decided to do. I think doing karaoke with her again was perhaps just too wrenching now that it was the eve of their final time together.I also believe that his saying ""I love you"" to Sophie's mom, that made her confused and curious could well have happened if, say, their marriage had ended because of his depression but there was still caring and love.I believe all this 'emotional history' of her two parents that she gets random clues about during that trip have become core pieces of a puzzle of who Sophie is to herself and yet adult Sophie still looks at the camcorder for more clues about what she might have missed in her father's words and actions during that trip.I think the 'disco shards' of memory that intervene in the film at times are adult Sophie's ongoing bombardments of puzzle pieces about her heritage - her parents' relationship that brought her into existence and what they were like ... given that at least one parent was capable of sheltering her from the full truth of his (suicidal) intentions.I myself find all these thoughts to be in the realm of over-interpretation, and I lay them out here partly as my own reality-check whether anyone else did see or could see the plotline and message in this way? Since none of the dozens of reviews I read tonight broached any of these readings of the film except for one commenter here who, almost as an aside, thought Sophie's dad at the end either a) went for cigarettes and disappeared or b) committed suicide, which the commenter sort of dismissed with an ""eek.""My own view entails no ""eek."" And if anything, especially reading all kinds of reviews that used the word 'vulnerability' to describe what her father seemed uncomfortable with. That made me think of Brené Brown's work (on the power of vulnerability - if you're not familiar google that on TED talks and join the 60+ million people who've watched her talk; many a suicide results from the shame of vulnerability) and how one possible message in this film could be a kind of outcry from an abandoned daughter, 20 years later, wishing her father - as she keeps rewatching him on the 'eve' of his suicide - might have not despaired to the point of ending his life because of shame or a sense of failure that may have undergirded his depression. And indeed some of young Sophie's questions of her dad on that trip can be seen as her probing to understand her dad's inner radar and (painful) life experience and learning.Please forgive my excesses of verbiage here or of what may seem off-the-wall over-interpretations. I write them largely to elicit whatever connection any reader might make and share to any of these notions of the film's message. Thanks.",positive
81,"I almost never watch films twice but 'Aftersun' was a rare case where I absolutely had to. I don't think this film can be fully appreciated on first watch. I saw someone suggest that after you watch it your mind will go back to little moments and re-evaluate their significance, and it will. But watching it again with the full picture gives the entire movie a different perspective. The second watch is almost like watching a different film.Kids in films, particularly in lead roles, can often be very annoying. That isn't an issue here. Frankie Corio gives one of the most likeable child performances I can ever remember seeing. Her chemistry with Paul Mescal was amazing. I read that she wasn't privy to Mescal's solo scene rehearsals, so that she wasn't fully aware of what his character was going through, much the same as her character Sophie wasn't. That's brilliant.Something that was very apparent on second viewing was the significance of the music in the movie. The first time through I remember thinking, ""there are a lot of good songs in this movie"". On second viewing you realise that every song used is telling a story. It's telling you what is going on, but like most people in the real world, we just hear a banging song and nod our head to it. Then later on we reconsider its true meaning.Finally, this film has one of the beast movie endings I can remember seeing. It's classy, heavy and thoughtful all at once. It's done in a beautiful and somewhat haunting way that will stick with me for a long time. 9.5/10.",positive
82,"This film seems pedestrian at first and for a long while into the story. Rather slow and mundane, it requires patience to allow yourself to settle into what might seem laboured and boring in that it's a rather simplistic story about a father and daughter doing the routine stuff we've all done on a package holiday. I'm not surprised some find it odd that the praise is so high for this film and for the acting because there isn't much overt straining of the acting chops here and nothing is addressed directly. I was sceptical until the last 40 mins or so. However, I realised that it is a film which exploits the art of storytelling from that place of reticence we all feel at times, when it's just too overwhelming to say how we're feeling and as a study in depression and regret it turns out to be very poignant and real in the end. Many have said they need to see it again to fully grasp the nuance here but I find that I will remember it for a good while and that is testament to the story and it's accomplished acting and direction, albeit very slight, almost whispers on a hot breeze. So, I'll set out how I understood it here, don't read on if you haven't seen it.His self loathing is revealed when he--mid normal conversation--spits at his own face in the bathroom mirror while maintaining a pretence at normality - talking to his daughter beyond the bathroom door. It was perhaps the first outright confirmation that he was depressed, full of a lack of self-worth and steeped in self beratment - actions which often accompany depression.Earlier, there were signs as he danced in silence on the balcony while smoking that his mental health wasn't great because it was off-kilter, an inappropriate moment to dance in silence, and to dance oddly as if self-comforting, nearly talking to himself, but not quite.The dim strobing scenes of dancing with Sophie as an adult flash glimpses of what she can now see, as an adult and mother, what she couldn't see then, a very serious and somewhat unhinged man, the reality of his state of mind she failed to see as a child. This is contrasted very well with the fond memories of her last holiday with him and there is one moment she recalls when he failed to wake and let her into their shared room, she was locked out, perhaps metaphorically and emotionally but gained access and found him naked on the bed. Perhaps this particular memory is her only clue as to his odd behavior that she recalls, but she sees him here vulnerable at last, perhaps clearly, and she pulls the sheet over his body as if to comfort and protect him while she keeps watch from the balcony.I found the place of his death unclear although I don't think we're meant to know exactly, some believe he stayed in Turkey, however I thought he handed her over at the airport in London (there was a sign marked London Luton) to a Chaperone. There is a non-contemporaneous shot earlier where he walks into the sea at night in Turkey, a clear signal as to his intentions, or perhaps the past when he committed suicide, just not maybe the exact place. This is confusing but doesn't change the sense of loss in this film.There is a palpable feeling of regret and he exhibits lingering love still for his daughter's mother and there's a sense that this is one-sided as alluded to by the daughter. Why say you love her if you're no longer together? There is also the picture of a man who hasn't been able to cope in the world and to succeed, as happens more than we care to dwell on ... the pressure on men to succeed and provide contributing to high rates of suicide in men. This is confirmed when his daughter berates him for offering to pay for singing lessons when she knows he can't pay for them. His shame is evident here.It's easy to just see this film as a mundane telling of a father & daughter on a typical holiday, however if you grasp his inner turmoil from the outset, that knowledge transforms the experience and culminates in a formidable and profoundly sad story of regret and trauma as a daughter, too young at the time to see the subtleties of depression in the man who was the father she loved so much, looking back and suffering, living with the loss and angst so many feel about not noticing that a loved-one was at that awful stage of being about to take their own life, but they didn't notice. There's huge guilt left behind as a consequence.In the end, this film is real cinema and reminds me very much of French cinema. It is accomplished and it is profoundly sad and moving.",positive
83,"I am only writing this review so I can remember later on why I only gave this movie a 6. I understand that this movie has an extremely powerful and intimate presentation of the relationship between a reckless father and his young daughter. I noticed the intricacies and nuance that the film makers tried to convey throughout. I just did not connect with the film at all. I imagine that this film hit some people hard but for me I was quite bored with it by the end. I have to simply be true to my own feelings and opinions from a film and conclude that to me, it is simply ok. Don't take my rating too seriously because I can genuinely imagine somebody else watching this film thinking that it is the best thing they ever saw.",positive
84,"After watching this beautiful film and coming across a little note from the amazing storyteller Charlotte Wells:(I cannot share URL apparently so please search ""A note from Charlotte Wells from the site of A24."")This was the word that broke me down. Hasret.I just couldn't resist my tears. As a Turkish person, its just both amazing and heartbreaking from the point of view of the director that this word resonates with her feelings from a place she had this holiday with her late father. That it stuck with her...Even though it is not the same case at all, I remember the times as a kid I closed the door on my dad because he would come home late from work. That because he would promise me to come home early.Now, today I can't even imagine how saddening it was for him at those times and it wasn't even at his hands.Hopefully I will be able to share my love and gratitude my parents as Charlotte did here with such elegance through some way. Since, it's not easy to recapture feeling this instant or in any...Thank you for this film all in all, it surely made me reconsider a lot recently...",positive
85,"Aftersun is one of the most oddly touching and unique films of the year. The acting from the two leads was phenomenal. The cinematography and color palette was gorgeous. This is a very impressive directorial debut. As children, we don't know much of anything. It isn't until later in life when it hits us. That realization of finally understanding what you never understood for so long. Aftersun depicts this idea so perfectly. It is told through a woman remembering a vacation with her father, and how she realizes that she never really knew him. Depression is not always obvious. Just because everything looks okay on the outside doesn't mean everything is okay on the inside.",positive
86,"While Aftersun doesn't necessarily dive deep into the main subject matter, I think this works in its favour.Delicately unravelling the story of the two characters as they spend a holiday together in the 1990's. Scene by scene, we are given clues into Calum's mental health, and how he's subsequently battling with depression.What really makes this special is that it primarily plays out from the perspective of Sophie, his daughter. With a child's mind, it's harder to notice the emotional triggers and mood changes, which would be a red flag to any adult.While this film is definitely a slow burner, it works perfectly in this case. We are simply watching a father and daughter enjoy a seemingly normal holiday. Over time we see sneak peeks into Calum's mind, and how much he's struggling. But he's still trying to give Sophie the best holiday possible. You start to feel a slow tension building throughout the film, which hits (in my opinion) a really heavy ending.For me, in the final scene and following credits, I was left confused initially. But within a few seconds it all started to fall into place. With the final realisation that this was Sophie's last time she spent with her father before he (most likely) commit suicide. She watches back from a (now) adult perspective, and realises what her father was coping with - but was still trying his absolute best to make it special for her.This film wouldn't work if it was filmed in any other way. The slow pace really gives the viewer time to take in everything, as it's the small details that count here. An excellent film with excellent acting and a great soundtrack. Highly recommend.",positive
87,"This film crept up on me. I was worried it was a gimmicky art film (plus at the beginning the dialogue was hard to decipher) but as the film went on I was swept up in it - purely down to Paul Mescal's and Francesca Corio's performances. Achingly beautiful. I was crying without realising and also on the tube home - the tears just kept coming but it was nothing to do with me.Alison Willmore from Vulture at New York Magazine perfectly articulated what I felt :' It's about wanting to reach across time, and to meet a loved one in an impossible space where, for once, you're both on the same level, and you can finally understand them for who they are - or who they were.'",positive
88,"I am... actually speechless. And not because I cried, but because I don't know what to feel. I have a lot of thoughts after watching this movie, but I don't know how to grasp them. It's a very strange feeling I have witnessed only from a few movies I've watched in my life, and it isn't necessarily a bad feeling, but I'm just confused. A lot of things here are absolutely outstanding - the direction, the bond between the two main characters, and the screenplay. All this is great, I was entertained - in a very strange way. I maybe need a rewatch, I have to be older to fully appreciate the movie, but from the first watch, I'm more confused than pleased. But I would recommend watching it nonetheless, it's a beautiful piece of cinema for sure.",positive
89,"It's one thing for a movie to be subtle and nuanced, but it's something else entirely to be enigmatic and cryptic. And, regrettably, the debut feature from writer-director Charlotte Wells delivers more of the latter than the former. This melancholic character study tells the story of a woman (Celia Rowlson-Hall) who looks back 20 years to a vacation that her perky 11-year-old self (Frankie Corio) took with her young and loving but quietly troubled father (Paul Mescal). In doing so, it explores the subjects of memory, parent-child relationships, mental and emotional well-being, and the various senses of loss we all experience over time, topics that the protagonist's youthful counterpart may not have fully understood at the time but that her adult self now does. I wish I could say the same for myself, though; I often felt that I was being tasked to construct a narrative for the picture myself, based, essentially, on merely what was being shown to me, material that frequently comes across as underdeveloped and open to an array of interpretation in terms of both story line and character development. To put it simply, I didn't feel I was given enough substance to work with to accomplish that task, and it often left me feeling wanting, abandoned by the filmmaker, and, ultimately, uninterested. And, to complicate matters further, the film's poor sound quality regularly obscures the characters' dialogue behind their thick Scottish accents, and its often-dark, overly muddled cinematography made some images difficult to decipher at times. What's more, this offering's camera work - aimed at simulating glorified home movies, a fitting approach for telling this story - is packed with innocuous material. Indeed, who really cares about sitting through endless footage of the characters engaging in mundane activities like playing video games, eating ice cream and attempting to sing karaoke? The ""looking back in fondness"" factor in these supposedly touching segments is a little too inane to engender truly heart-tugging feelings, constituting cinematic padding more than anything integral or meaningful to the overall story. Considering all of the advance glowing reactions I had read about this release, I was really looking forward to it going in. Unfortunately, though, I came away from it almost as sad and disappointed as the protagonist herself.",negative
90,"""There's This Feeling, Once You Leave Where You Grew Up, That You Don't Totally Belong There Again""For the past few weeks, I've heard and read a lot about people's reactions to this film, and I have seen nothing but unhindered love and affection. I was worried, and the reason for my worry was not the sea of scepticism that swept through, but the overbearing expectations that slowly grew deep within my conscience. I was doubtful that the film would live up to it, but now that I've seen it, I can say with certainty that it did, and in ways I never assumed.When the movie ended and the credits began to roll, I sat there in silence, at a loss for words and deprived of any sensibility to express how I genuinely felt. Aside from providing insight into a depressed soul and breaking open a portal to a self-loathing person's innermost despair, the most impressive aspect for me is how it made an instant connection, how seamlessly the film put across its message without ever becoming preachy or condescending in its portrayal.The touching relationship between Paul and Frankie (as Calum & Sophie) adds so much to the story's inherent ambitions. For a long time, I forgot they were actors, coming from different backgrounds; it almost felt like I was watching a real-life father and daughter spending some quality time together, reminding me of those good old days when I used to do the same with my father.Perhaps it's the film's simplified depiction of reality or its overwhelming relatability that made me fall in love, and I can't get enough.",positive
91,"A moving film about a girl reminiscing on a holiday to Turkey taken with her estranged father 20 years prior. The use of music is terrific, the two central performances are very touchingly delivered (Paul Mescal and the young Frankie Corio). It is one of the films of 2022. The fact this is Charlotte Wells' debut feature is nothing more than astonishing. She delivers massive assurance and confidence in direction, which pushes the narrative forward very tenderly as the girl (Sophie) tries to reconcile her relationship with her father Callum in two separate timelines.Along the way we are given snippets of her father's troubles. Wells' very cleverly weaves in a subtext that works to a crescendo in the last 10 minutes which includes one of the most brilliant transition shots in recent cinema (not hyperbole, it really is brilliant). The viewer is invited to join the dots on what has happened between the two timelines and there are several clues that help.Wells' debut has a familiarity with the work of fellow Scottish director Lynne Ramsay, and in particular her film 'Morvern Callar'. This feels lie the birth of another great director.",positive
92,"I'm always happy when I see debut feature's from new filmmakers, Charlotte Wells is the newest addition to that list. After Lynne Ramsay and Ruth Paxton, here we have another brilliant Scottish Filmmaker with her feature debut ""Aftersun"" produced by Barry Jenkins and Adele Romanski. The story revolves around Sophie and her father Calum, a divorcee who must care for his minor daughter while coping with loneliness and mental health.The film opens with a handy cam footage of Calum where at first glance seems almost happy, until he is posed to answer a question by Sophie. The frame is paused, followed by glitches from the footage as we follow in flashback. Eleven-year-old Sophie vacationing with her dad. It is full of light, happy moments they shared between each other but it always fades into bitterness till the last goodbye.Don't think this is is yet another traumatic arthouse film with ambiguous narrative that drags out and goes nowhere. I promise you that this plot is smart, will immerse you avidly, sometimes choking on what is happening on the screen. Because it is very difficult to resist drawing parallels with real life. Some might feel this is a personal story or the life story of your friends is woven into the film.Firstly, the issues raised in the film like the coming-of-age, loneliness are not blown out of proportion or doesn't scream too loud. Even with the chic and sophisticated staging, filters the father-daughter relationship doesn't fall into the stereotypes. The bond between both is shot so beautifully unlike Hollywood directors who strongly exaggerate. On the one hand, i love how the director uses the location to reveal the characters, exposing the emptiness and with famous musical accompanies as background score.Secondly, kudos for Charlotte Wells as she cleverly registers emotions though it is never explained in dialogues. In fact, very little is explained in this atmospheric film. I loved the staging of a particular scene, Sophie takes a small glance through the keyhole as she watches girl ""hand job"" gesture while she brags about it with her friends. So many things would have gone wrong here but i appreciate Wells for drawing a line and keeping things delicate throughout the runtime.Coming to the performances, Paul Mescal is capable of transmitting tenacity and great fragility in the same shot as he stares into the abyss and the internal conflicts that lie dormant deep within him (the dance scene). He gives his best to hold the viewer in an atmosphere of melancholy and empathy. There are times when he does his best as a Father and especially the bare back shot of him sobbing is brilliant without excessive melodrama as the scene cuts to a letter he had written to Sophie.Frankie Corio is magnificent in her first acting debut as a 11-year-old, it seems like this was the role she was destined to play, a tailored made character. She is not too matured, whimsical or cute with dramatic intensity but does strike a balance with emotions and inhabits the typical 11- year-old mentality with lot of curiosity (liked how director used the Hookah pot instead of dumb question to register innocence). She hangs out with Michael, they don't introduce in the first meeting, it happens the second time. For me this ranks in the list of my favourite Child performances along with Stanislaw Rózewicz's Birth Certificate (1961), Shinji Sômai's Moving (1993), Dorota Kedzierzawska's Crows (1994), Patricio Kaulen's A Long Journey (1967), Kjell Grede's Hugo and Josephine (1967), Amir Naderi's The Runner (1984), Mariana Rondón's Bad Hair (2013), Yared Zeleke's Lamb (2015), Achero Mañas's El Bola
(2000), Tony Gatlif's Mondo (1995), Nabil Ayouch's Ali Zaoua: Prince of the Streets (2000), Héctor Babenco's Pixote (1980), Viktoras Starosas I Love the Headmistress (1978), Xhanfise Keko's Tomka and His Friends (1977), Maciej Dejczer's 300 Miles to Heaven (1989), Lynne Ramsay's Ratcatcher (1999), Byambasuren Davaa's The Cave of the Yellow Dog (2005), David Zellner's Kid-Thing (2012), Terence Davies's The Long Day Closes (1992), Samira Makhmalbaf's The Apple (1998), So Yong Kim's Treeless Mountain (2008), Céline Sciamma's Tomboy (2011), Andrés Wood's Machuca (2004), Catherine Breillat's Fat Girl (2001), Jacques Doillon's Ponette (1996), Akihiko Shiota Canary (2004), Manoel de Oliveira's Aniki-Bóbó (1942), Andrey Zvyagintsev's The Return (2003), Ken Loach's Kes (1969), Shane Meadows's This Is England (2006), Karel Kachyna's The High Wall (1964), Vittorio De Sica's The Children Are Watching Us (1944), Wojciech Marczewski's Weiser (2001), Jan Sverák's Kolya (1996), Petar Lalovic's Some Birds Can't Fly (1997), Pavel Chukhray The Thief (1997), Soo-il Jeon's With a Girl of Black Soil (2007), Louis Malle's Zazie dans le Metro (1960), Claude Jutra's Mon oncle Antoine (1971), François Truffaut's 400 Blows (1959), Lasse Hallström's My Life as a Dog (1985), Cary Joji Fukunaga's Beasts of No Nation (2015), ), Yoon Ga-eun's The World Of Us (2016), Ingmar Bergman's Fanny and Alexander (1982), Lev Golub's Devochka ishchet otsa/Girl Seeks Father (1959), Yuan Zhang's Little Red Flowers (2006) Sean Baker's The Florida Project (2017), Edward Yang's Yi Yi (2000) and Carlos Saura's Cria Cuervos (1976).Closing, i will not recommend this to everyone as some will find it boring. To those who love slow burn drama, be prepared to sail along to the Sunny side of Turkey as Wells paints a portrait of life, Mental illness and Fatherhood, to say the least, centered on a arthouse narrative. I guarantee that this film's sensitivity and making will strike you at heart with the symmetry of its two protagonists alone .",positive
93,"A teenage girl (Sophie) and her father (Calum) journey to a seaside resort in Turkey for a brief but momentous vacation. Since her parents are separated and she lives with her mother, Sophie rarely gets such an opportunity to spend time with her dad. As they swim and snorkel together, share meals and a room, and talk about important things in life, the two begin to truly bond. Happy and cherished memories are formed, yet problems such as depression, alcoholism, and doubt surface as well. Sophie and Calum attempt to ride the waves that lift them up but just as easily take them under.Aftersun is an intimate and moving portrait of a father and daughter relationship that, according to the director who was at this Toronto International Film Festival screening, is loosely based on real people and her own life. The camera work is intentionally unsteady and from the point of view of Sophie. The filming technique is meant to evoke the sensation of Sophie looking back on treasured memories as if they were in a picture show. There are occasional jumps forward in time of adult Sophie reflecting on what these memories mean to her. The personalities of the characters are gradually revealed so the audience has a chance to meditate on who they are.Aftersun is the feature debut for Charlotte Wells. It is deeply personal for her. It first appeared in Cannes. There is a tremendously moving dance sequence that alone is worth watching the entire film. While the mechanics of Aftersun (the acting, images, story construction, etc.) are more than sound, it really rises above the ordinary and is so stirring because of its central themes; how we shape the memories that we hold and the important things we wish to say to those we love but often don't get a chance to say. ""Live wherever you want and be whoever you want,"" Calum tells Sophie. ""You can talk to me about anything.""",positive
94,"There are a lot of people here that got emotional watching it. This movie touched their souls. Out of respect for them, i will be very careful as i write my review.I didn't connect with these characters. If i were a woman, or had a daughter, maybe i would empathize more. But i wouldn't bet on this because, generally, i don't need to connect in a personal level with the characters in order to enjoy a movie. I felt in distance because i couldn't understand what i was watching. There were no hints during the first hour that something is wrong. So, what was the point in watching a father and a daughter on their vacations? It was totally uninteresting. I watched it until the ending because acting was great, both Mescal and Corio were excellent. I was waiting for something to happen, and when it did happen, too little, too late. Last 20-25 minutes were more intense, for sure. But still, i couldn't understand the ending. I was searching in the web for an interpretation, what was the meaning of this? At some point, i thought about a different outcome, i thought that the father was a bad person. But, i got it wrong as it seems.There are some good scenes here. When the father and the daughter were dancing under the sound of David Bowie in the end, it was a sad and beautiful scene, especially when you listen to this particular song's lyrics. Chemistry was great, i really felt their love for each other.Subtlety is great when the director is skillful. But never go full subtle. This is a movie, not a poem. A certain level of connection with the events and the characters, is necessary. I love poetic/dream like/art movies. But in this case, i need a strong imagery, deep meanings, substance over style, beautiful cinematography etc. This movie didn't provide me anything of that.I hope i didn't offend anyone. I really don't care about downvoting but this movie's theme made me chose carefully my words because i respect what this movie mean to some people.",positive
95,"I will go against the tide with AFTERSUN and say I don't think it's a great movie. Written and directed by Sophie Wells, AFTERSUN tells the story of Sophie (Frankie Corio) reflecting on a summer holiday with her father (Calum, played by Paul Mescal) 20 years before. She reflects on a few key moments from the holiday while trying to reconcile the difference between her father when she was 12 years old and the father she has come to know since.The story is told partially through flashbacks and is primarily set in summertime, which gives the film a dreamy, nostalgic atmosphere. The cinematography captures the beauty of Turkey's landscapes with its sun-drenched beaches and vibrant colours. It's easy to feel immersed in Sophie's world as she reflects on her father, who was suffering from deep depression, which she was unaware of.Unfortunately, AFTERSUN fails to deliver a compelling story. The film's slow pace and lack of character development make it hard to connect with the characters. We don't get much insight into Sophie's life before or after her father, making it difficult to feel emotionally invested in their relationship.The dialogue is often stilted and awkward, which I attribute to Wells's inexperience as a writer-director. She also relies too heavily on flashbacks which become tedious after a while due to the lack of depth in the characters.AFTERSUN also suffers from a lack of narrative drive. There are no real stakes or tension in the story, which is essential for any drama to be successful. The film meanders through Sophie's memories without really going anywhere and eventually ends with an abrupt and unsatisfying resolution.The performances from Corio and Mescal are adequate but don't quite make up for the shortcomings in the script. Corio can capture Sophie's innocence and confusion as she reflects on her father's past. Mescal can also bring a sense of sadness and regret to the role, which helps make the relationship between Sophie and her father more believable.Overall, AFTERSUN falls short of being a compelling drama. It lacks narrative drive and character development and fails to tug at our heartstrings meaningfully. While it may have its moments of beauty, it doesn't quite make up for the lacklustre storytelling or overall experience.",negative
96,Sophie re-examines a vacation she had with her father some twenty years earlier using a video tape recorded by her father. Calum (Paul Mescal) is the father struggling with personal issues. Sophie (Frankie Corio) is the young girl enjoying her vacation with her father. She is unawares of her father's troubles.Most of this feels like a home movie. It's lacking in exposition. What it really needs is a plot element from the adult Sophie. This movie needs something from her to wrap around the old vacation. The goodness of this movie comes from the performers Mescal and newcomer Frankie Corio. That little girl is really good.,positive
97,"I cannot remember a time that a film made me cry. I can't even think of this movie without feeling knots in my throat.This is such a heartbreaking portrait of parenthood with depression, specifically the perpetual pursuit of keeping that side of you from your child, for the sake of making lasting memories with them.The little details and layers upon layers to the characters is just spectacular. The performances left me totally speechless. The subtlety and the natural flow of the dialogue and interactions takes a screenwriter with a DEEP understanding of the human condition.It isn't until we get older that we begin to understand the true anxiety and despair of being an adult, being our parents, and that the vision we had of our future selves at 11 years old was totally unrealistic and ridiculous, specifically for those of us whose anxiety and depression reveals itself to us later in life.",positive
98,"AFTERSUN (A) is a quietly devastating British drama from first-time director Charlotte Wells that demonstrates an understanding of cinema you rarely see even in experienced hands. The film is framed by an older Sophie reminiscing about a vacation she took with her father Calum (it's his 32nd birthday) to Turkey by watching footage of it taken on a small camcorder. The film spends most of the runtime observing the daily activities Sophie and Calum on their vacation at a cheap Turkish resort. While there is largely no driving conflict in these sequences, they certainly aren't boring. The director Wells and cinematographer Gregory Oke have found ways to fill every frame with clues, hints, and heartbreaking details about our two characters and the different struggles going on in their lives that aren't apparent in their daily routines. We learn that Sophie is coming of age and trying to make sense of her relationship to her father and to other boys. Where a film like Spielberg's The Fabelmans gives a very glossy/old school Hollywood vibe to his coming of age moments, Aftersun is willing to let its audience sit back, observe our characters and their interactions, and come to their own conclusions. Both films deal with disenchantment with parents and the mystery of the future, but I think Aftersun's passive vibe is much more effective in creating a reflective melancholy - at least I relate to it more anyways. We also learn that not everything is okay with Calum either. What exactly it is, I will leave to you to discover. By the time the film comes to its closing act, an observant viewer will have pieced many of the film's strands together in a way that the final sequences of the holiday and film not only confirm your sneaking suspicions, but an emotional wallop that few films truly earn. It's not cheap sentimentality nor is it a soaring score that left me teared up long after the credits - it's that the revelation that the film quietly about something else the entire time. Aftersun is a masterpiece in speaking volumes while saying little. It's not a film about answers or solutions, but an observation on memory, time, regrets, and our parents - especially our parents. About how their love can be felt despite their faults and despite the sufferings we never knew about.",positive
99,"The one thing you can say about the film Aftersun is that it's not afraid of subtlety. It's human realism at its core dealing with themes such as childhood, fatherhood, responsibility, class, and vulnerability. It's the opposite of dramatic yet it keeps you engaged and glued to the screen through out as you care about the characters despite the simplicity of their day to day interactions. Paul Mescal plays Callum, a young father to an 11 year-old somewhat precocious girl named Sophie. The film in my opinion is about a father who tries his best to maintain a rock like mask to convey strength and stability for his daughter while being emotionally vulnerable underneath. Occasionally throughout the film that mask slips a little bit as Callum struggles to bear the responsibility of being a dad at such a young age and while facing his own personal troubles. At the same time his daughter, getting older and wiser, starts to explore the world of adolescence while on holiday where she also begins to notice her father's vulnerabilities. It's a sensitive film and one that leaves you enthralled and attached to the characters on a deeply human level even if that dramatic colonel doesn't pop the way you might except.",positive
